자소서,질문
"하는 일에 관련된 자료는 모두 저장해두어 업무의 완성도를 높이는 데 기여가 가능한 점이 제 특성의 장점입니다. 동아리 회장 신분으로 단과대학 대표자 회의에 참여하여 동아리 정식 인준 안건에서 찬성률 86.1퍼센트를 받아 동아리 중 찬성률 최고를 기록한 경험이 있습니다. 학생회 및 동아리 활동을 하며 문서화 해 놓은 학생회칙들과 동아리 활동내역은 대의원 설득에 큰 도움이 되었습니다. 하지만 자료의 필요성을 판단하지 못하고 방대한 양을 모아두는 것이 문제점이었습니다. 학원 과학강사로 근무하면서 학생들 특성에 맞는 자료를 서칭하고 정리해서 제공할 수 있는 능력을 길러 목적에 맞는 자료를 문서화 가능하도록 문제점을 보완할 수 있었습니다.
GMP 시설에서는 공정 과정에서 시행한 모든 업무 내용을 문서화해야 합니다. ALCOA에 따라 Data integrity 업무를 진행하기 위해 근거 자료 확보가 중요한데, 제 문서화 습관이 이러한 업무 수행 능력을 끌어올리는데 있어 촉매제 역할을 할 것입니다","동아리 회장으로서 찬성률 최고를 기록한 경험이 있으시군요. 동아리 회장으로서 어떤 방식으로 동아리를 운영하고, 대의원들의 찬성을 얻을 수 있었던 요인에 대해 말씀해주세요."
"하는 일에 관련된 자료는 모두 저장해두어 업무의 완성도를 높이는 데 기여가 가능한 점이 제 특성의 장점입니다. 동아리 회장 신분으로 단과대학 대표자 회의에 참여하여 동아리 정식 인준 안건에서 찬성률 86.1퍼센트를 받아 동아리 중 찬성률 최고를 기록한 경험이 있습니다. 학생회 및 동아리 활동을 하며 문서화 해 놓은 학생회칙들과 동아리 활동내역은 대의원 설득에 큰 도움이 되었습니다. 하지만 자료의 필요성을 판단하지 못하고 방대한 양을 모아두는 것이 문제점이었습니다. 학원 과학강사로 근무하면서 학생들 특성에 맞는 자료를 서칭하고 정리해서 제공할 수 있는 능력을 길러 목적에 맞는 자료를 문서화 가능하도록 문제점을 보완할 수 있었습니다.
GMP 시설에서는 공정 과정에서 시행한 모든 업무 내용을 문서화해야 합니다. ALCOA에 따라 Data integrity 업무를 진행하기 위해 근거 자료 확보가 중요한데, 제 문서화 습관이 이러한 업무 수행 능력을 끌어올리는데 있어 촉매제 역할을 할 것입니다",학생회 및 동아리 활동에서 문서화 한 학생회칙과 활동내역이 대의원 설득에 어떻게 도움이 되었는지 구체적인 사례를 들어 설명해주세요.
"하는 일에 관련된 자료는 모두 저장해두어 업무의 완성도를 높이는 데 기여가 가능한 점이 제 특성의 장점입니다. 동아리 회장 신분으로 단과대학 대표자 회의에 참여하여 동아리 정식 인준 안건에서 찬성률 86.1퍼센트를 받아 동아리 중 찬성률 최고를 기록한 경험이 있습니다. 학생회 및 동아리 활동을 하며 문서화 해 놓은 학생회칙들과 동아리 활동내역은 대의원 설득에 큰 도움이 되었습니다. 하지만 자료의 필요성을 판단하지 못하고 방대한 양을 모아두는 것이 문제점이었습니다. 학원 과학강사로 근무하면서 학생들 특성에 맞는 자료를 서칭하고 정리해서 제공할 수 있는 능력을 길러 목적에 맞는 자료를 문서화 가능하도록 문제점을 보완할 수 있었습니다.
GMP 시설에서는 공정 과정에서 시행한 모든 업무 내용을 문서화해야 합니다. ALCOA에 따라 Data integrity 업무를 진행하기 위해 근거 자료 확보가 중요한데, 제 문서화 습관이 이러한 업무 수행 능력을 끌어올리는데 있어 촉매제 역할을 할 것입니다","학원 과학강사로 근무하며 목적에 맞는 자료를 문서화하였다고 하셨는데, 학생들 특성에 맞는 자료를 어떻게 찾아서 제공하였고, 어떤 점에서 문서화 습관이 도움이 되었는지 설명해주세요."
"하는 일에 관련된 자료는 모두 저장해두어 업무의 완성도를 높이는 데 기여가 가능한 점이 제 특성의 장점입니다. 동아리 회장 신분으로 단과대학 대표자 회의에 참여하여 동아리 정식 인준 안건에서 찬성률 86.1퍼센트를 받아 동아리 중 찬성률 최고를 기록한 경험이 있습니다. 학생회 및 동아리 활동을 하며 문서화 해 놓은 학생회칙들과 동아리 활동내역은 대의원 설득에 큰 도움이 되었습니다. 하지만 자료의 필요성을 판단하지 못하고 방대한 양을 모아두는 것이 문제점이었습니다. 학원 과학강사로 근무하면서 학생들 특성에 맞는 자료를 서칭하고 정리해서 제공할 수 있는 능력을 길러 목적에 맞는 자료를 문서화 가능하도록 문제점을 보완할 수 있었습니다.
GMP 시설에서는 공정 과정에서 시행한 모든 업무 내용을 문서화해야 합니다. ALCOA에 따라 Data integrity 업무를 진행하기 위해 근거 자료 확보가 중요한데, 제 문서화 습관이 이러한 업무 수행 능력을 끌어올리는데 있어 촉매제 역할을 할 것입니다",GMP 시설에서 업무를 진행할 때 중요한 데이터 무결성과 관련하여 어떤 점을 신경쓰시고 문서화를 어떻게 하고 계획하시는지 설명해주세요.
"하는 일에 관련된 자료는 모두 저장해두어 업무의 완성도를 높이는 데 기여가 가능한 점이 제 특성의 장점입니다. 동아리 회장 신분으로 단과대학 대표자 회의에 참여하여 동아리 정식 인준 안건에서 찬성률 86.1퍼센트를 받아 동아리 중 찬성률 최고를 기록한 경험이 있습니다. 학생회 및 동아리 활동을 하며 문서화 해 놓은 학생회칙들과 동아리 활동내역은 대의원 설득에 큰 도움이 되었습니다. 하지만 자료의 필요성을 판단하지 못하고 방대한 양을 모아두는 것이 문제점이었습니다. 학원 과학강사로 근무하면서 학생들 특성에 맞는 자료를 서칭하고 정리해서 제공할 수 있는 능력을 길러 목적에 맞는 자료를 문서화 가능하도록 문제점을 보완할 수 있었습니다.
GMP 시설에서는 공정 과정에서 시행한 모든 업무 내용을 문서화해야 합니다. ALCOA에 따라 Data integrity 업무를 진행하기 위해 근거 자료 확보가 중요한데, 제 문서화 습관이 이러한 업무 수행 능력을 끌어올리는데 있어 촉매제 역할을 할 것입니다","자료 문서화 습관이 촉매제 역할을 한다고 하셨는데, 이러한 습관을 코오롱글로텍에서의 업무에 어떻게 활용하고 기여하고자 하시나요? 촉매제 역할을 어떤 식으로 발휘하시고자 하는지 설명해주세요."
"문제 해결 능력입니다. 모바일 인텔리전스 ‘센서타워’에서 측정된 경쟁사 게임별 주요 지표(다운로드수AU, 매출)상의 오차 발생 문제를 발견, 자사 데이터 및 증권사 리포트 자료와의 비교를 통한 오차 보정으로 기존 대비 30% 더 높은 정확도의 데이터를 산출했습니다. 둘째, 커뮤니케이션 능력입니다. 자신이 원하는 조건에 맞는 게임 팀원을 빠르게 찾을 수 있는 게임 팀원 매칭 서비스 프로젝트 팀장으로 1년간 활동하며, 개발자 및 디자이너와의 원활한 소통을 위해 글자 중심의 기획안이 아닌 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입하였습니다. 이를 통해 주간 개발 목표 달성률을 50%p 향상 하였고 그 결과, 교내 우수창업동아리 선정 및 18대 1의 경쟁률을 뚫고 교내 창업경진대회 결선 진출이라는 성과를 거두었습니다",
"문제 해결 능력입니다. 모바일 인텔리전스 ‘센서타워’에서 측정된 경쟁사 게임별 주요 지표(다운로드수AU, 매출)상의 오차 발생 문제를 발견, 자사 데이터 및 증권사 리포트 자료와의 비교를 통한 오차 보정으로 기존 대비 30% 더 높은 정확도의 데이터를 산출했습니다. 둘째, 커뮤니케이션 능력입니다. 자신이 원하는 조건에 맞는 게임 팀원을 빠르게 찾을 수 있는 게임 팀원 매칭 서비스 프로젝트 팀장으로 1년간 활동하며, 개발자 및 디자이너와의 원활한 소통을 위해 글자 중심의 기획안이 아닌 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입하였습니다. 이를 통해 주간 개발 목표 달성률을 50%p 향상 하였고 그 결과, 교내 우수창업동아리 선정 및 18대 1의 경쟁률을 뚫고 교내 창업경진대회 결선 진출이라는 성과를 거두었습니다",경쟁사 게임별 주요 지표 상의 오차 발생 문제를 발견하고 30% 더 높은 정확도의 데이터를 산출한 과정에 대해 자세히 설명해주세요.
"문제 해결 능력입니다. 모바일 인텔리전스 ‘센서타워’에서 측정된 경쟁사 게임별 주요 지표(다운로드수AU, 매출)상의 오차 발생 문제를 발견, 자사 데이터 및 증권사 리포트 자료와의 비교를 통한 오차 보정으로 기존 대비 30% 더 높은 정확도의 데이터를 산출했습니다. 둘째, 커뮤니케이션 능력입니다. 자신이 원하는 조건에 맞는 게임 팀원을 빠르게 찾을 수 있는 게임 팀원 매칭 서비스 프로젝트 팀장으로 1년간 활동하며, 개발자 및 디자이너와의 원활한 소통을 위해 글자 중심의 기획안이 아닌 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입하였습니다. 이를 통해 주간 개발 목표 달성률을 50%p 향상 하였고 그 결과, 교내 우수창업동아리 선정 및 18대 1의 경쟁률을 뚫고 교내 창업경진대회 결선 진출이라는 성과를 거두었습니다","데이터 오차 보정을 위해 자사 데이터 및 증권사 리포트 자료와의 비교를 어떻게 진행하였고, 어떤 방식으로 오차를 보정하였는지 설명해주세요."
"문제 해결 능력입니다. 모바일 인텔리전스 ‘센서타워’에서 측정된 경쟁사 게임별 주요 지표(다운로드수AU, 매출)상의 오차 발생 문제를 발견, 자사 데이터 및 증권사 리포트 자료와의 비교를 통한 오차 보정으로 기존 대비 30% 더 높은 정확도의 데이터를 산출했습니다. 둘째, 커뮤니케이션 능력입니다. 자신이 원하는 조건에 맞는 게임 팀원을 빠르게 찾을 수 있는 게임 팀원 매칭 서비스 프로젝트 팀장으로 1년간 활동하며, 개발자 및 디자이너와의 원활한 소통을 위해 글자 중심의 기획안이 아닌 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입하였습니다. 이를 통해 주간 개발 목표 달성률을 50%p 향상 하였고 그 결과, 교내 우수창업동아리 선정 및 18대 1의 경쟁률을 뚫고 교내 창업경진대회 결선 진출이라는 성과를 거두었습니다",게임 팀원 매칭 서비스 프로젝트에서 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입한 이유와 어떤 방식으로 이를 활용하여 개발자 및 디자이너와 원활한 소통을 이루었는지 설명해주세요.
"문제 해결 능력입니다. 모바일 인텔리전스 ‘센서타워’에서 측정된 경쟁사 게임별 주요 지표(다운로드수AU, 매출)상의 오차 발생 문제를 발견, 자사 데이터 및 증권사 리포트 자료와의 비교를 통한 오차 보정으로 기존 대비 30% 더 높은 정확도의 데이터를 산출했습니다. 둘째, 커뮤니케이션 능력입니다. 자신이 원하는 조건에 맞는 게임 팀원을 빠르게 찾을 수 있는 게임 팀원 매칭 서비스 프로젝트 팀장으로 1년간 활동하며, 개발자 및 디자이너와의 원활한 소통을 위해 글자 중심의 기획안이 아닌 화면 설계서 등의 시각적 요소 중심의 소통 수단을 도입하였습니다. 이를 통해 주간 개발 목표 달성률을 50%p 향상 하였고 그 결과, 교내 우수창업동아리 선정 및 18대 1의 경쟁률을 뚫고 교내 창업경진대회 결선 진출이라는 성과를 거두었습니다",주간 개발 목표 달성률을 50%p 향상시킨 주요 요인과 이를 실현하기 위해 적용한 방법에 대해 자세히 알려주세요.
