NO.,자소서,질문
22,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,문제 해결 과정에서 가장 도움이 된 것은 무엇이었나요?
23,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,문제를 해결하기 위해 얼마나 많은 시간과 노력을 투자했나요?
24,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,처음에는 어떤 원인으로 인해 그래픽과 기대한 기울기가 일치하지 않았나요?
25,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,문제 해결을 위해 동료나 상급자들에게 도움을 요청했나요?
26,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,이러한 경험을 통해 어떤 점에서 개인적으로 성장하게 되었나요?
27,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,비슷한 상황이 다시 발생하면 어떤 점에서 다르게 접근하고 싶으신가요?
28,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,아두이노 센서 데이터 전송 주기와 관련하여 다른 유용한 인사이트나 교훈이 있으신가요?
29,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,한미약품의 이커머스 개발 직무에서 예상되는 문제들과 그에 대한 대비책은 무엇인가요?
30,주어진 업무에 대해 끝까지 도전하여 문제점을 해결한 경험이 있습니다. 저는 한국전자통신연구원에서 인턴으로 근무하며 아두이노 센서의 기울기 데이터를 가져와 그래픽으로 기울기를 나타내는 연구를 진행했습니다. 하지만 받아온 데이터 값을 로그로 찍어보면 알맞은 값을 수신하지만 그래픽 상에 나타나는 기울기는 일치하지 않았습니다. 처음 맡은 업무이자 스스로 해결하고 싶어 이틀 동안 해당 문제를 해결하기 위해 다양한 접근 방법과 테스트를 진행하며 문제를 해결했습니다. 그 결과 아두이노 센서의 데이터 전송 주기가 길어 그래프 표현에 어려움이 있다는 것을 알게 되었습니다. 데이터 전송 주기에 대한 아주 작은 차이였지만 그 미세한 차이가 프로그램 결과의 성공과 실패를 가른다는 것을 알았습니다. 또한 다양한 방법으로 접근하며 끝까지 매달리면 오류를 해결할 수 있다는 점도 깨달았습니다. 이러한 경험을 통해 한미약품의 이커머스 개발 직무를 수행하면서 부딪히는 문제점을 다양한 시각에서 바라보면서 포기하지 않고 해결하겠습니다.,"마지막으로, 끈기와 결단력을 발휘하여 문제를 해결하는 데에 성공하신 경험을 어떻게 이직한 회사의 업무에 적용하고 싶으신가요?"
31,"코로나가 끝나감에 따라 해외여행 가는 인원이 늘었고, 최근 일본 무비자 입국 중단 조치가 해제되면서 일본으로 여행 가는 사람들이 급격히 늘었습니다. 이에 저는 ‘어느 나라로 가장 여행을 많이 갈까?’라는 궁금증이 생겨 공공 API를 사용해 월별 인기 여행 국가를 제공하는 웹서비스를 제작해 운영 중입니다. 또한 인천국제공항 주차장을 사용하는 여행자를 위해 실시간 주차장 현황과 공항 혼잡도를 제공하고 있습니다. 이처럼 자기개발을 통해 학습한 기술에서 끝나지 않고 프로젝트에 적용해 봄으로써 꾸준히 성장하는 개발자가 되겠습니다.","여행자들이 해당 웹서비스를 이용할 때 어떤 기능이 제공되며, 어떻게 월별 인기 여행 국가를 파악하는 알고리즘이 구성되어 있나요?"
